grdc_no,wmo_reg,sub_reg,mix_reg,nat_id,river,station,country_code,lat,long,area,altitude,ds_stat_no,w_level,d_start,d_end,d_yrs,d_miss,m_start,m_end,m_yrs,m_miss,t_start,t_end,t_yrs,lta_discharge,r_volume_yr,r_height_yr,proc_tyrs,proc_tmon,f_import,f_im_yr,l_import,l_im_yr,provider_id,acsys,flux2ocean,gems,gcos_gtn-h,statistics,Pristine Basins,GRDC Reference Dataset,AdaptAlp,ArctHycos
1616700,1,16,116,,KONKOURE,PONT DE TELIMELE,GN,10.500,-12.900,  10250.  ,154,0,0,,,,,1976,1979,4,4.17,1976,1979,4,    262.38,      8.28,807,100. , 95.8,18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0
1617800,1,17,117,,GREAT SCARCIES,BADERA,GN,9.870,-12.520,   2750.  ,-999,0,0,1978,1980,3,2.82,1978,1980,3,2.86,1978,1980,3,     56.1 ,      1.77,643,100. , 94.4,17.1.1992,1992,27.3.1996,1996,-999,0,0,0,0,0,0,0,0,0
1617900,1,17,117,,KOKOULO,DIAWLA,GN,10.080,-12.420,    401.  ,-999,1617800,0,1978,1980,3,0.27,1978,1980,3,0.00,1978,1980,3,     11.07,       .35,871,100. ,100. ,17.1.1992,1992,27.3.1996,1996,-999,0,0,0,0,0,0,0,0,0
1219500,1,19,119,,MOA,MOA BRIDGE,SL,7.820,-11.170,  17150.  ,50,0,0,,,,,1976,1977,2,0.00,1976,1977,2,       .  ,-    999.  ,-999,   . ,,18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0
1619600,1,19,119,,MAKONA,NONGOA,GN,8.500,-10.330,   5745.  ,325,1219500,0,,,,,1976,1979,4,4.17,1976,1979,4,    207.7 ,      6.55,1140,100. , 95.8,18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0
1321800,1,21,121,,LOFA,DOUGOMAI,LR,8.200,-9.750,    246.  ,-999,0,0,,,,,1973,1977,5,0.00,1973,1977,5,     51.88,      1.64,6650, 80. , 97.9,18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0
1622500,1,22,122,,DIANI,BAC,GN,8.060,-9.070,   4095.  ,375,1322800,0,1978,1980,3,0.73,1976,1980,5,3.33,1976,1980,5,     91.97,      2.9 ,708,100. , 96.7,17.1.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0
1322800,1,22,122,,ST. PAUL,WALKER BRIDGE,LR,7.330,-9.530,   9760.  ,-999,0,0,,,,,1973,1975,3,0.00,1973,1975,3,    213.31,      6.73,689,100. ,100. ,18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0
1323400,1,23,123,,ZOR,GBARNGA,LR,7.020,-9.480,     39.  ,-999,0,0,,,,,1976,1977,2,4.17,1976,1977,2,      5.57,       .18,4502,100. , 95.8,18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0
1323500,1,23,123,,ST. JOHN,BAILA,LR,7.070,-9.170,    575.  ,-999,0,0,,,,,1973,1979,7,1.37,1973,1979,7,    143.97,      4.54,7896, 71.4, 98.3,18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0
1324500,1,24,124,,CESS,SAWOLO,LR,6.430,-8.630,    683.  ,-999,1324510,0,,,,,1976,1979,4,0.00,1976,1979,4,     52.52,      1.66,2425,100. ,100. ,18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0
1324510,1,24,124,,CESS,UNIFICATION BRIDGE,LR,6.000,-8.600,-    999.  ,-999,0,0,,,,,1973,1975,3,0.00,1973,1975,3,     40.75,      1.29,-999,100. ,100. ,18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0
1425100,1,25,125,9550103,CAVALLY,FLAMPLEU,CI,7.250,-8.060,   2470.  ,-999,1425100,0,1979,1993,15,80.03,1982,1983,2,0.00,1979,1993,15,     31.02,       .98,396, 26.7,100. ,17.1.1992,1992,1.7.1998,1998,-999,0,0,0,0,0,0,0,0,0
1425300,1,25,125,9552003,NCE,TAI,CI,5.910,-7.440,   1250.  ,-999,1425350,0,1979,1993,15,82.59,1979,1982,4,56.25,1979,1993,15,     14.7 ,       .46,371, 13.3,100. ,17.1.1992,1992,1.7.1998,1998,-999,0,0,0,0,0,0,0,0,0
1425350,1,25,125,9550106,CAVALLY,TAI,CI,5.850,-7.430,  13750.  ,-999,1425350,0,1979,1982,4,50.03,1982,1983,2,0.00,1979,1983,5,    142.13,      4.48,326, 60. ,100. ,17.1.1992,1992,28.2.1992,1992,-999,0,0,0,0,0,0,0,0,0
1425450,1,25,125,9551003,HANA,NIEBE,CI,5.370,-7.310,   4200.  ,-999,1425500,0,1979,1993,15,80.01,1979,1982,4,50.00,1979,1993,15,     60.58,      1.91,455, 20. ,100. ,17.1.1992,1992,1.7.1998,1998,-999,0,0,0,0,1,0,0,0,0
1425500,1,25,125,9550109,CAVALLY,TATE,CI,4.380,-7.590,  28800.  ,-999,0,0,1970,1996,27,12.11,1979,1982,4,50.00,1970,1996,27,    480.61,     15.16,526, 74.1, 96.7,27.3.1996,1996,18.3.1999,1999,-999,0,1,0,0,1,0,0,0,0
1426010,1,26,126,9901503,TABOU,YAKA,CI,4.490,-7.380,    810.  ,-999,0,0,1979,1993,15,81.31,1979,1982,4,54.17,1979,1993,15,     24.23,       .76,943, 20. , 94.4,17.1.1992,1992,1.7.1998,1998,-999,0,0,0,0,0,0,0,0,0
1426050,1,26,126,9882003,NERO,GRANDE BEREBY,CI,4.740,-6.910,    980.  ,-999,0,0,1979,1993,15,80.78,1979,1982,4,50.00,1979,1993,15,     16.83,       .53,541, 20. , 97.2,17.1.1992,1992,1.7.1998,1998,-999,0,0,0,0,0,0,0,0,0
1426100,1,26,126,9015002,YANI,MADJI,CI,8.740,-6.850,   1000.  ,-999,1426180,0,1979,1993,15,80.01,1979,1982,4,50.00,1979,1993,15,      3.87,       .12,122, 20. ,100. ,17.1.1992,1992,1.7.1998,1998,-999,0,0,0,0,0,0,0,0,0
1726100,1,26,126,1113501003,COUFFO,LANHOUNTA,BJ,7.100,1.880,   1680.  ,-999,0,0,1951,1984,34,17.97,1951,1984,34,17.98,1951,1984,34,      5.94,       .19,112, 70.6, 96.2,19.2.1992,1992,27.3.1996,1996,-999,0,0,0,0,0,0,0,0,0
1926100,1,26,126,02M/01,PAPAGEIO,BELA VISTA,ST,1.630,7.420,     12.7 ,30,0,0,1988,1989,2,0.00,1980,1989,10,32.11,1980,1989,10,      1.72,       .05,4266, 50. , 91.7,17.1.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0
1426120,1,26,126,9010155,BANDAMA BLANC,TAWARA,CI,9.740,-5.620,   5400.  ,-999,1426340,0,1979,1982,4,51.89,1979,1982,4,51.06,1979,1982,4,     16.1 ,       .51,94, 50. , 95.8,17.1.1992,1992,27.3.1996,1996,-999,0,0,0,0,0,0,0,0,0
1426140,1,26,126,9011501,BOU,BORON,CI,8.790,-5.880,   3700.  ,-999,1426340,0,1979,1993,15,81.19,1979,1982,4,50.00,1979,1993,15,      9.13,       .29,78, 20. , 94.4,17.1.1992,1992,1.7.1998,1998,-999,0,0,0,0,1,0,0,0,0
1426180,1,26,126,9011009,BANDAMA ROUGE,MANKONO,CI,8.100,-6.300,   6700.  ,-999,1426300,0,1979,1993,15,80.01,1979,1982,4,50.00,1979,1993,15,     21.51,       .68,101, 20. ,100. ,17.1.1992,1992,1.7.1998,1998,-999,0,0,0,0,1,0,0,0,0
1526200,1,26,126,4000001,ANKOBRA,PRESTEA,GH,5.450,-2.117,   4268.  ,20,0,0,1997,2007,11,16.57,1976,1978,3,0.00,1976,2007,32,     15.62,       .49,115, 31.3, 97.5,18.2.1992,1992,25.9.2007,2007,17,0,0,0,0,1,0,0,0,0
1426200,1,26,126,9010109,BANDAMA,BAFECAO,CI,6.060,-4.490,  59500.  ,-999,1426210,0,1979,1993,15,80.01,1979,1982,4,50.00,1979,1993,15,    122.26,      3.86,65, 20. ,100. ,17.1.1992,1992,1.7.1998,1998,-999,0,0,0,0,1,0,0,0,0
1426210,1,26,126,9010118,BANDAMA,BRIMBO,CI,6.000,-4.430,  60200.  ,-999,1426880,0,1993,1993,1,0.00,1982,1983,2,0.00,1982,1993,12,     94.79,      2.99,50, 25. ,100. ,28.2.1992,1992,1.7.1998,1998,-999,0,0,0,0,1,0,0,0,0
1426250,1,26,126,9012505,NZI,ROUTE KATIOLA-DABAKALA,CI,8.240,-4.840,   6650.  ,-999,1426260,0,1979,1993,15,80.01,1979,1982,4,50.00,1979,1993,15,     13.85,       .44,66, 20. ,100. ,17.1.1992,1992,1.7.1998,1998,-999,0,0,0,0,1,0,0,0,0
1426260,1,26,126,9012509,NZI,FETEKRO,CI,7.770,-4.680,  10300.  ,-999,1426350,0,1979,1993,15,80.03,1979,1982,4,50.00,1979,1993,15,     19.51,       .62,60, 20. ,100. ,17.1.1992,1992,1.7.1998,1998,-999,0,0,0,0,1,0,0,0,0
1926300,1,26,126,19B/01,LEMBA,S.JOSE,ST,0.230,6.500,     31.9 ,100,0,0,,,,,1980,1989,10,28.45,1980,1989,10,      1.63,       .05,1607, 50. , 95. ,18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0
1426300,1,26,126,9011006,BANDAMA ROUGE,BOUAFLE,CI,6.960,-5.760,  19800.  ,-999,1426380,0,1979,1993,15,80.03,1982,1983,2,0.00,1979,1993,15,     43.93,      1.39,70, 26.7,100. ,17.1.1992,1992,1.7.1998,1998,-999,0,0,0,0,1,0,0,0,0
1326300,1,26,126,,WOURI,YABASSI,CM,4.450,9.970,   8026.  ,10,0,0,,,,,1951,1977,27,0.00,1951,1977,27,    308.99,      9.74,1214, 92.6,100. ,18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,1,0,0,0,0
1526300,1,26,126,5000003,PRA,DABOASI,GH,5.167,-1.633,  22714.  ,0,0,0,1979,2006,28,32.72,1965,1978,14,0.00,1965,2006,42,    193.09,      6.09,268, 71.4, 97.8,18.2.1992,1992,25.9.2007,2007,17,0,0,1,0,1,0,1,0,0
1326301,1,26,126,5511005,MUNGO,MUNDAME,CM,4.570,9.530,   2420.  ,17,0,0,,,,,1952,1977,26,3.68,1952,1977,26,    170.55,      5.38,2223, 92.3, 96.9,24.6.1992,1992,24.6.1992,1992,-999,0,0,0,0,0,0,0,0,0
1426320,1,26,126,9013503,KAN (TRIB. BANDAMA),DIMBOKRO,CI,6.630,-4.790,   4700.  ,-999,1426350,0,1979,1993,15,80.27,1979,1982,4,50.00,1979,1993,15,      6.86,       .22,46, 20. ,100. ,17.1.1992,1992,1.7.1998,1998,-999,0,0,0,0,1,0,0,0,0
1426340,1,26,126,9010139,BANDAMA BLANC,MARABADIASSA,CI,8.110,-5.410,  22000.  ,-999,1426380,0,1979,1982,4,50.10,1979,1982,4,50.00,1979,1982,4,     82.18,      2.59,118, 50. ,100. ,17.1.1992,1992,27.3.1996,1996,-999,0,0,0,0,0,0,0,0,0
1426350,1,26,126,9012515,NZI,ZIENOA,CI,6.000,-4.820,  35000.  ,-999,1426380,0,1979,1993,15,81.58,1982,1983,2,0.00,1979,1993,15,     16.76,       .53,15, 20. ,100. ,17.1.1992,1992,1.7.1998,1998,-999,0,0,0,0,1,0,0,0,0
1426380,1,26,126,9010154,BANDAMA,TIASSALE,CI,5.880,-4.750,  95500.  ,-999,0,0,1970,1996,27,1.40,1954,1983,30,40.00,1954,1996,43,    253.8 ,      8.  ,84,100. , 99. ,28.2.1992,1992,24.3.2004,2004,21,0,1,0,0,1,0,0,0,0
1926500,1,26,126,20C/01,RIO GRANDE,MANUEL CAROCA,ST,0.120,6.650,    103.2 ,12,0,0,1988,1989,2,13.15,1980,1989,10,14.53,1980,1989,10,      6.64,       .21,2028, 70. ,100. ,17.1.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0
1626500,1,26,126,47342205,SIO,KPEDJI,TG,6.530,1.010,   1810.  ,53,0,0,1978,1982,5,20.04,1978,1982,5,20.00,1978,1982,5,      6.55,       .21,114, 80. ,100. ,16.1.1992,1992,27.3.1996,1996,-999,0,0,0,0,0,0,0,0,0
1326500,1,26,126,,NKAM,MELONG,CM,5.120,10.000,   2280.  ,700,0,0,,,,,1951,1977,27,0.00,1951,1977,27,     70.28,      2.22,972, 96.3,100. ,18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0
1926550,1,26,126,18C/02,ABADE,BOMBAIM,ST,0.250,6.650,     11.8 ,500,1926800,0,,,,,1980,1989,10,11.30,1980,1989,10,       .1 ,       .  ,254, 70. ,100. ,18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0
1426600,1,26,126,9351009,AGNEBY,AGBOVILLE,CI,5.970,-4.210,   4600.  ,-999,0,0,1979,1993,15,80.01,1979,1982,4,50.00,1979,1993,15,      5.13,       .16,35, 20. ,100. ,17.1.1992,1992,1.7.1998,1998,-999,0,0,0,0,1,0,0,0,0
1926600,1,26,126,18C/01,OURO,BOA ESPERANCA,ST,0.330,6.630,     13.8 ,400,0,0,,,,,1988,1989,2,0.00,1988,1989,2,       .04,       .  ,95,100. ,100. ,18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0
1926610,1,26,126,,OURO,C.H.,ST,0.330,6.630,-    999.  ,-999,1926600,0,,,,,1988,1989,2,0.00,1988,1989,2,       .08,       .  ,-999, 50. ,100. ,28.2.1992,1992,28.2.1992,1992,-999,0,0,0,0,0,0,0,0,0
1926630,1,26,126,,AGUA PALITE,MADALENA,ST,0.330,6.230,-    999.  ,-999,0,0,,,,,1988,1989,2,10.53,1988,1989,2,       .  ,       .  ,-999, 50. , 83.3,28.2.1992,1992,28.2.1992,1992,-999,0,0,0,0,0,0,0,0,0
1926650,1,26,126,18D/04,MANUEL JORGE,PIAN PIAN,ST,0.230,6.700,     22.6 ,200,1926800,0,,,,,1985,1989,5,33.90,1985,1989,5,       .06,       .  ,85, 60. , 88.9,18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0
1926700,1,26,126,18D/03,AGUA GRANDE,LUCIAN COLA,ST,0.330,6.230,     23.2 ,25,0,0,1988,1989,2,0.00,1988,1989,2,10.53,1988,1989,2,       .09,       .  ,121, 50. ,100. ,17.1.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0
1326701,1,26,126,5401005,LOKOUNDJE,LOLODORF,CM,3.230,10.730,   1150.  ,436,0,0,,,,,1951,1977,27,0.00,1951,1977,27,     28.22,       .89,774, 96.3,100. ,24.6.1992,1992,24.6.1992,1992,-999,0,0,0,0,0,0,0,0,0
1526800,1,26,126,,AYENSU,WINNEBA,GH,5.380,-0.600,   1658.  ,4,0,0,,,,,1976,1978,3,2.78,1976,1978,3,      3.07,       .1 ,58,100. , 97.2,18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0
1926800,1,26,126,19D/01,ABADE,AGUA-IZE,ST,0.230,6.730,     36.5 ,58,0,0,1988,1989,2,0.00,1980,1989,10,18.10,1980,1989,10,       .92,       .03,791, 60. , 98.6,17.1.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0
1526801,1,26,126,8000002,AYENSU,OKYEREKO (W/ROAD),GH,5.383,-0.600,   1600.  ,-999,1526800,0,1979,2007,29,37.07,,,,,1979,2007,29,      5.35,       .17,105, 37.9, 91.7,30.9.2003,2003,25.9.2007,2007,17,0,0,0,0,0,0,0,0,0
1326802,1,26,126,5351005,KIENKE,KRIBI,CM,2.930,9.900,   1435.  ,10,0,0,,,,,1955,1977,23,19.47,1955,1977,23,     48.62,      1.53,1068, 69.6,100. ,24.6.1992,1992,24.6.1992,1992,-999,0,0,0,0,0,0,0,0,0
1326901,1,26,126,5381005,LOBE,KRIBI,CM,2.870,9.880,   2305.  ,7,0,0,,,,,1953,1977,25,0.35,1953,1977,25,    103.78,      3.27,1420, 92. , 99.6,24.6.1992,1992,24.6.1992,1992,-999,0,0,0,0,0,0,0,0,0
1427100,1,27,127,9255009,SIEN,MASSADOUGOU,CI,9.100,-7.360,   1320.  ,-999,1427200,0,1979,1993,15,80.03,1979,1982,4,50.00,1979,1993,15,      6.06,       .19,145, 20. ,100. ,17.1.1992,1992,1.7.1998,1998,-999,0,0,0,0,0,0,0,0,0
1427130,1,27,127,9254802,TIENBA,DIOULATIEDOUGOU,CI,9.020,-7.240,   2790.  ,-999,1427200,0,1979,1993,15,80.32,1979,1982,4,50.00,1979,1993,15,     15.6 ,       .49,176, 20. ,100. ,17.1.1992,1992,1.7.1998,1998,-999,0,0,0,0,1,0,0,0,0
1427150,1,27,127,9251603,BOA,VIALADOUGOU,CI,8.370,-7.200,   5800.  ,-999,1427350,0,1979,1993,15,80.01,1979,1982,4,50.00,1979,1993,15,     33.16,      1.05,180, 20. ,100. ,17.1.1992,1992,1.7.1998,1998,-999,0,0,0,0,1,0,0,0,0
1427160,1,27,127,9250116,SASSANDRA,N'GOLODOUGOU,CI,8.380,-7.700,   5200.  ,-999,1427200,0,1979,1982,4,50.17,1979,1982,4,50.00,1979,1982,4,     70.64,      2.23,428, 50. ,100. ,17.1.1992,1992,27.3.1996,1996,-999,0,0,0,0,0,0,0,0,0
1427200,1,27,127,9250104,SASSANDRA,DABALA,CI,8.400,-7.130,  16800.  ,-999,1427350,0,1979,1993,15,80.03,1979,1982,4,50.00,1979,1993,15,    120.09,      3.79,225, 20. ,100. ,17.1.1992,1992,1.7.1998,1998,-999,0,0,0,0,1,0,0,0,0
1427250,1,27,127,9251303,BAFING (TRIB. SASSANDRA),BADALA,CI,7.850,-7.540,   6300.  ,-999,1427350,0,1979,1982,4,50.10,1979,1982,4,50.00,1979,1982,4,     69.5 ,      2.19,348, 50. ,100. ,17.1.1992,1992,27.3.1996,1996,-999,0,0,0,0,0,0,0,0,0
1427350,1,27,127,9250109,SASSANDRA,SEMIEN,CI,7.690,-7.060,  28800.  ,-999,1427450,0,1979,1993,15,80.01,1982,1983,2,0.00,1979,1993,15,    186.84,      5.89,205, 26.7,100. ,17.1.1992,1992,1.7.1998,1998,-999,0,0,0,0,1,0,0,0,0
1427370,1,27,127,9254002,KO,LOGOUALE,CI,7.090,-7.530,   1530.  ,-999,1427400,0,1979,1993,15,80.60,1979,1982,4,50.00,1979,1993,15,     10.45,       .33,215, 20. , 97.2,17.1.1992,1992,1.7.1998,1998,-999,0,0,0,0,0,0,0,0,0
1427400,1,27,127,9252203,NZO,GUIGLO,CI,6.540,-7.480,   6400.  ,-999,1427500,0,1979,1979,1,0.00,1979,1979,1,0.00,1979,1979,1,     86.81,      2.74,428,100. ,100. ,17.1.1992,1992,27.3.1996,1996,-999,0,0,0,0,0,0,0,0,0
1427450,1,27,127,9250106,SASSANDRA,GUESSABO,CI,6.740,-7.000,  35000.  ,-999,1427500,0,1979,1979,1,0.00,1979,1979,1,0.00,1979,1979,1,    295.96,      9.33,267,100. ,100. ,17.1.1992,1992,27.3.1996,1996,-999,0,0,0,0,0,0,0,0,0
1427500,1,27,127,9250115,SASSANDRA,SOUBRE,CI,5.760,-6.600,  62000.  ,-999,0,0,1970,1996,27,9.33,1979,1982,4,50.00,1970,1996,27,    323.75,     10.21,165, 85.2, 97.5,27.3.1996,1996,18.3.1999,1999,-999,0,1,0,0,1,0,1,0,0
1427600,1,27,127,9251503,DAVO,DAKPADOU,CI,5.260,-6.060,   6600.  ,-999,0,0,1979,1993,15,80.14,1979,1982,4,50.00,1979,1993,15,     33.19,      1.05,159, 20. ,100. ,17.1.1992,1992,1.7.1998,1998,-999,0,0,0,0,1,0,0,0,0
1428100,1,28,128,9042506,KOLONKOKO,NASSIAN,CI,9.370,-4.500,   1160.  ,-999,1428300,0,1979,1982,4,51.88,1979,1982,4,52.08,1979,1982,4,      1.98,       .06,54, 50. , 95.8,17.1.1992,1992,27.3.1996,1996,-999,0,0,0,0,0,0,0,0,0
1928130,1,28,128,,LERABA OCCIDENTAL,FOURKOURA,BF,10.300,-5.380,   2550.  ,-999,1928490,0,,,,,1974,1984,11,30.89,1974,1984,11,      6.89,       .22,85, 63.6, 94. ,18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,1,0,0,0,0
1428200,1,28,128,9040110,COMOE,KAFOLO,CI,9.590,-4.290,  21300.  ,-999,1428300,0,1979,1993,15,80.14,1979,1982,4,50.00,1979,1993,15,     49.3 ,      1.56,73, 20. ,100. ,17.1.1992,1992,1.7.1998,1998,-999,0,0,0,0,1,0,0,0,0
1928250,1,28,128,,LERABA ORIENTAL,DOUNA,BF,10.630,-5.120,    820.  ,296,1928490,0,,,,,1970,1985,16,4.69,1970,1985,16,      2.57,       .08,99, 93.8, 96.7,18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0
1428250,1,28,128,9042406,IRINGOU,TEHINI,CI,9.670,-4.120,   2600.  ,-999,1428300,0,1979,1982,4,50.03,1979,1982,4,50.00,1979,1982,4,      3.84,       .12,47, 50. ,100. ,17.1.1992,1992,27.3.1996,1996,-999,0,0,0,0,0,0,0,0,0
1428300,1,28,128,9040121,COMOE,SEREBOU,CI,7.950,-3.940,  48700.  ,-999,1428400,0,1979,1993,15,82.90,1982,1983,2,5.00,1979,1993,15,     91.17,      2.88,59, 20. ,100. ,17.1.1992,1992,1.7.1998,1998,-999,0,0,0,0,1,0,0,0,0
1928370,1,28,128,,LERABA ORIENTAL,NIOFILA,BF,10.680,-5.100,    710.  ,303,1828250,0,,,,,1980,1984,5,0.00,1980,1984,5,      1.23,       .04,55, 80. ,100. ,18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0
1428400,1,28,128,9040109,COMOE,ANIASSUE,CI,6.620,-3.720,  67400.  ,-999,1428500,0,1979,1994,16,1.71,1980,1994,15,4.44,1979,1994,16,    120.19,      3.79,56,100. , 99. ,17.1.1992,1992,21.11.1996,1996,-999,0,0,0,0,1,0,0,0,0
1928490,1,28,128,,LERABA,YENDERE,BF,10.170,-5.070,   5930.  ,264,1428100,0,1977,1977,1,0.00,1955,1989,35,1.93,1955,1989,35,     31.6 ,      1.  ,168, 97.1, 98. ,10.1.1992,1992,18.2.1992,1992,-999,0,0,0,0,1,0,0,0,0
1428500,1,28,128,9040112,COMOE,MBASSO,CI,6.290,-3.490,  69900.  ,-999,0,0,1970,1996,27,8.23,1979,1982,4,50.00,1970,1996,27,    128.6 ,      4.06,58, 85.2, 99.6,27.3.1996,1996,18.3.1999,1999,-999,0,1,0,0,1,0,1,0,0
1928625,1,28,128,,COMOE,KARFIGUELA,BF,10.730,-4.830,    812.  ,-999,1928745,0,,,,,1955,1986,32,31.51,1955,1986,32,      4.21,       .13,163, 56.3, 94. ,18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0
1928745,1,28,128,20040110,COMOE,DIARABAKOKO,BF,10.480,-4.780,   2350.  ,257,1928865,0,1977,1983,7,36.62,1956,1985,30,16.99,1956,1985,30,     11.21,       .35,150, 70. , 98. ,10.1.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0
1928865,1,28,128,,COMOE,FOLONZO,BF,9.850,-4.620,   9480.  ,-999,1428200,0,1977,1977,1,4.38,1973,1985,13,0.64,1973,1985,13,     17.27,       .55,57,100. , 99.4,10.1.1992,1992,18.2.1992,1992,-999,0,0,0,0,1,0,0,0,0
1530100,1,30,130,3000002,TANO,ALANDA,GH,5.120,-2.750,  15800.  ,2,0,0,1975,1978,4,8.92,1965,1978,14,1.23,1965,1978,14,    145.18,      4.58,290, 92.9, 98.7,18.2.1992,1992,30.9.2003,2003,17,0,0,0,0,1,0,1,0,0
1931025,1,31,131,,BLACK VOLTA,BANZO,BF,11.320,-4.820,   2816.  ,323,1931070,0,,,,,1956,1986,31,9.19,1956,1986,31,     11.18,       .35,125, 87.1, 97.8,18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,1,0,0,0,0
1531050,1,31,131,1006002,BLACK VOLTA,LAWRA,GH,10.633,-2.917,  93820.  ,224,1931400,0,1975,2007,33,37.65,1951,1974,24,0.00,1951,2007,57,     87.82,      2.77,30, 70.2, 97.1,28.2.1992,1992,25.9.2007,2007,17,0,0,0,0,1,0,0,0,0
1931055,1,31,131,,BLACK VOLTA,GUENA,BF,11.080,-4.680,    800.  ,383,1931025,0,,,,,1962,1983,22,66.03,1962,1983,22,      3.34,       .11,132, 27.3, 95.8,18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0
1931070,1,31,131,20270232,BLACK VOLTA,SAMANDENI,BF,11.470,-4.470,   4580.  ,296,1931180,0,1977,1983,7,6.65,1955,1987,33,1.78,1955,1987,33,     14.4 ,       .45,99, 97. , 99.2,10.1.1992,1992,18.2.1992,1992,-999,0,0,0,0,1,0,0,0,0
1931085,1,31,131,,KOU,NASSO,BF,11.200,-4.430,    406.  ,-999,1931090,0,,,,,1961,1974,14,6.25,1961,1974,14,      4.65,       .15,361, 71.4, 97.5,18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0
1931090,1,31,131,,KOU,BADARA,BF,11.370,-4.370,    971.  ,-999,1931070,0,,,,,1955,1985,31,56.91,1955,1985,31,      5.05,       .16,164, 41.9, 94.2,18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0
1631100,1,31,131,47271106,OTI,MANGO,TG,10.300,0.470,  35650.  ,108,1531800,0,,,,,1953,1974,22,0.00,1953,1974,22,    134.38,      4.24,119, 90.9,100. ,28.2.1992,1992,28.2.1992,1992,-999,0,0,0,0,1,0,0,0,0
1531100,1,31,131,1006001,BLACK VOLTA,BAMBOI,GH,8.150,-2.033, 134200.  ,35,1431700,0,1975,2007,33,56.51,1950,1974,25,0.00,1950,2007,58,    280.95,      8.86,66, 58.6, 98.3,28.2.1992,1992,25.9.2007,2007,17,0,0,0,0,1,0,1,0,0
1931160,1,31,131,20271202,BOUGOURIBA,DAN,BF,10.920,-3.650,   6345.  ,275,1931340,0,1977,1983,7,8.14,1970,1985,16,18.18,1970,1985,16,      8.55,       .27,42, 68.8, 97. ,10.1.1992,1992,18.2.1992,1992,-999,0,0,0,0,1,0,0,0,0
1931180,1,31,131,,BLACK VOLTA,NWOKUY,BF,12.520,-3.550,  14800.  ,-999,1931190,0,,,,,1956,1988,33,0.00,1956,1988,33,     26.18,       .83,56, 97. , 99.5,18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,1,0,0,0,0
1931190,1,31,131,,BLACK VOLTA,KOURI,BF,12.730,-3.480,  20000.  ,248,1931445,0,,,,,1955,1982,28,31.08,1955,1982,28,     29.07,       .92,46, 64.3, 97.7,18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,1,0,0,0,0
1631200,1,31,131,47274803,KOUMANGOU,KOUMANGOU,TG,10.200,0.450,   6730.  ,120,1531800,0,,,,,1959,1974,16,0.00,1959,1974,16,     62.42,      1.97,292, 87.5,100. ,28.2.1992,1992,28.2.1992,1992,-999,0,0,0,0,1,0,0,0,0
1931295,1,31,131,,BLACK VOLTA,MANIMENSO,BF,12.750,-3.400,  20000.  ,247,1931445,0,,,,,1956,1983,28,0.00,1956,1983,28,     24.54,       .77,39,100. , 99.4,18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,1,0,0,0,0
