grdc_no,wmo_reg,sub_reg,mix_reg,nat_id,river,station,country_code,lat,long,area,altitude,ds_stat_no,w_level,d_start,d_end,d_yrs,d_miss,m_start,m_end,m_yrs,m_miss,t_start,t_end,t_yrs,lta_discharge,r_volume_yr,r_height_yr,proc_tyrs,proc_tmon,f_import,f_im_yr,l_import,l_im_yr,provider_id,acsys,flux2ocean,gems,gcos_gtn-h,statistics,Pristine Basins,GRDC Reference Dataset,AdaptAlp,ArctHycos
6934460,6,34,634,140022,LINDENBORG A,LINDENBORG BRO,DK,56.900,10.033,    214.  ,-999,0,0,1925,2002,78,0.00,1925,2002,78,0.00,1925,2002,78,      2.37,       .08,349, 98.7,100. ,5.11.2003,2003,5.11.2003,2003,18,0,0,0,0,0,0,0,0,0
6934500,6,34,634,590006,TRYGGEVAELDE A,LILLE LINDE,DK,55.330,12.220,    131.  ,8,0,0,1917,2002,86,0.00,1917,2002,86,0.00,1917,2002,86,       .89,       .03,215, 98.8,100. ,19.2.1992,1992,6.11.2003,2003,18,0,0,0,0,0,0,0,0,0
6934530,6,34,634,550018,AMOSE A,BROMOELLE,DK,55.610,11.390,    288.  ,-999,0,0,1920,2002,83,1.11,1920,2002,83,0.51,1920,2002,83,      1.89,       .06,207, 97.6,100. ,17.1.1994,1994,6.11.2003,2003,18,0,0,0,0,0,0,0,0,0
6934570,6,34,634,57.08,RINGSTED A,LILLE SVENSTRUP,DK,55.470,11.760,    195.  ,-999,0,0,,,,,1949,1970,22,0.00,1949,1970,22,      6.65,       .21,1075, 90.9,100. ,17.1.1994,1994,4.2.1999,1999,-999,0,0,0,0,0,0,0,0,0
6934571,6,34,634,570058,SUSA,HOLLOESE MOELLE,DK,55.300,11.680,    753.  ,-999,0,0,1934,2002,69,0.00,1934,2002,69,0.00,1934,2002,69,      5.74,       .18,240, 98.6,100. ,17.1.1994,1994,6.11.2003,2003,18,0,0,1,0,0,0,0,0,0
6934700,6,34,634,45.02,ODENSE A,EJBY MOLLE,DK,55.400,10.420,    526.  ,-999,0,0,,,,,1931,1970,40,0.00,1931,1970,40,      9.33,       .29,559, 95. ,100. ,17.1.1994,1994,4.2.1999,1999,-999,0,0,0,0,0,0,0,0,0
6934750,6,34,634,450004,ODENSE A,NEAR BROBY,DK,55.250,10.217,    302.  ,-999,6934700,0,1917,2002,86,0.00,1917,2002,86,0.00,1917,2002,86,      2.89,       .09,302, 98.8,100. ,5.11.2003,2003,6.11.2003,2003,18,0,0,1,0,0,0,0,0,0
6934800,6,34,634,400024,BREDE A,BREDEBRO,DK,55.060,8.830,    292.  ,-999,0,0,1922,2002,81,0.00,1921,2002,82,0.00,1921,2002,82,      3.57,       .11,386, 97.6,100. ,17.1.1994,1994,6.11.2003,2003,18,0,0,0,0,0,0,0,0,0
6934850,6,34,634,42.08,GRONA,VINDTVEDKANALEN,DK,54.930,8.950,    603.  ,-999,0,0,,,,,1959,1970,12,0.00,1959,1970,12,     11.8 ,       .37,617, 83.3,100. ,17.1.1994,1994,4.2.1999,1999,-999,0,0,0,0,0,0,0,0,0
6935020,6,35,635,LHG 2135,AARE,BERN-SCHOENAU,CH,46.933,7.448,   2945.  ,552,6935302,0,1917,2011,95,0.00,1961,1993,33,0.00,1917,2011,95,    121.58,      3.83,1302,100. , 99.9,13.4.1995,1995,8.5.2013,2013,34,0,0,0,0,1,0,0,0,0
6335020,6,35,635,27900104,RHINE RIVER,REES,DE,51.750,6.400, 159300.  ,8,6435060,0,1814,2009,196,7.09,,,,,1814,2009,196,   2254.06,     71.08,446, 92.3,100. ,14.8.1996,1996,7.2.2011,2011,14,0,1,1,1,1,0,1,0,0
6935050,6,35,635,2220,RHINE RIVER,BASEL(ST.ALBAN),CH,47.555,7.599,  35901.  ,294,6935052,0,1945,1982,38,0.00,1965,1984,20,0.00,1945,1984,40,   1047.23,     33.03,920,100. ,100. ,19.2.1992,1992,8.5.2013,2013,34,0,0,1,0,1,0,1,0,0
6335050,6,35,635,27500106,RHINE RIVER,DUESSELDORF,DE,51.226,6.770, 147680.  ,24,6335020,0,1930,2009,80,0.00,,,,,1930,2009,80,   2141.22,     67.53,457, 98.8,100. ,25.1.2001,2001,7.2.2011,2011,14,0,0,0,0,1,0,0,0,0
6935051,6,35,635,LHG 2289,RHINE RIVER,"BASEL, RHEINHALLE",CH,47.559,7.517,  35897.  ,294,6935050,0,1891,2011,121,0.00,,,,,1891,2011,121,   1047.72,     33.04,920,100. ,100. ,19.9.2001,2001,8.5.2013,2013,34,0,0,0,0,0,0,0,0,0
6935052,6,35,635,2001,RHINE RIVER,"BASEL, SCHIFFLAENDE",CH,47.560,7.588,  35905.  ,293,6335200,0,1869,1995,127,0.00,,,,,1869,1995,127,   1040.97,     32.83,914,100. ,100. ,19.9.2001,2001,8.5.2013,2013,34,0,0,0,0,1,0,0,0,0
6935053,6,35,635,LHG 2091,RHINE RIVER,"RHEINFELDEN, MESSSTATION",CH,47.561,7.800,  34526.  ,310,6935050,0,1933,2011,79,0.00,,,,,1933,2011,79,   1027.88,     32.42,939,100. ,100. ,19.9.2001,2001,8.5.2013,2013,34,0,0,0,0,1,0,0,0,0
6935054,6,35,635,LHG 2143,RHINE RIVER,REKINGEN,CH,47.570,8.330,  14718.  ,370,6335400,0,1920,2011,92,0.00,,,,,1920,2011,92,    439.79,     13.87,942,100. ,100. ,19.9.2001,2001,8.5.2013,2013,34,0,0,1,0,1,0,0,0,0
6935055,6,35,635,LHG 2288,RHINE RIVER,"NEUHAUSEN, FLURLINGERBRUECKE",CH,47.682,8.626,  11887.  ,430,6935054,0,1909,2011,103,0.65,,,,,1909,2011,103,    369.  ,     11.64,979, 99. ,100. ,19.9.2001,2001,8.5.2013,2013,34,0,0,0,0,1,0,0,0,0
6935060,6,35,635,2122,BIRSE,MONTIER (LA CHARRUE),CH,47.284,7.382,    183.  ,568,6935051,0,1912,2011,100,0.00,,,,,1912,2011,100,      3.25,       .1 ,560,100. ,100. ,8.5.2013,2013,8.5.2013,2013,34,0,0,0,0,0,0,0,0,0
6335060,6,35,635,27300107,RHINE RIVER,KOELN,DE,50.937,6.963, 144232.  ,35,6335050,0,1816,2009,194,0.00,,,,,1816,2009,194,   2087.81,     65.84,456, 99.5,100. ,21.11.1996,1996,7.2.2011,2011,14,0,0,0,0,1,0,0,0,0
6435060,6,35,635,,RHINE RIVER,LOBITH,NL,51.840,6.110, 160800.  ,9,0,0,1901,2012,112,0.00,1901,1996,96,0.00,1901,2012,112,   2220.54,     70.03,435,100. ,100. ,10.3.1997,1997,26.8.2013,2013,33,0,0,1,0,1,0,0,0,0
6935065,6,35,635,2307,SUZE,SONCEBOZ,CH,47.197,7.172,    150.  ,691,6935060,0,1961,2011,51,0.00,,,,,1961,2011,51,      4.22,       .13,888,100. ,100. ,8.5.2013,2013,8.5.2013,2013,34,0,0,0,0,0,0,0,0,0
6935070,6,35,635,2202,ERGOLZ,LIESTAL,CH,47.488,7.734,    261.  ,353,6935051,0,1934,2011,78,0.00,,,,,1934,2011,78,      3.71,       .12,448,100. ,100. ,8.5.2013,2013,8.5.2013,2013,34,0,0,0,0,0,0,0,0,0
6335070,6,35,635,27100403,RHINE RIVER,ANDERNACH,DE,50.443,7.392, 139549.  ,51,6335060,0,1930,2009,80,0.00,,,,,1930,2009,80,   2040.81,     64.36,461, 98.8,100. ,25.1.2001,2001,7.2.2011,2011,14,0,0,1,0,1,0,0,0,0
6935080,6,35,635,2159,GUERBE,BELP,CH,46.885,7.502,    117.  ,572,6935020,0,1923,2011,89,0.00,,,,,1923,2011,89,      2.61,       .08,703,100. ,100. ,10.5.2013,2013,10.5.2013,2013,34,0,0,0,0,0,0,0,0,0
6935090,6,35,635,1026,AREUSE,CHAMP DU MOULIN,CH,46.950,6.753,    359.  ,685,6935020,0,1904,1985,82,0.00,,,,,1904,1985,82,     12.56,       .4 ,1103,100. ,100. ,10.5.2013,2013,10.5.2013,2013,34,0,0,0,0,0,0,0,0,0
6935100,6,35,635,2300,MINSTER,EUTAL,CH,47.081,8.814,     59.2 ,942,6935310,0,1960,2011,52,0.00,,,,,1960,2011,52,      3.16,       .1 ,1684,100. , 99.8,7.8.2012,2012,10.5.2013,2013,34,0,0,0,0,0,0,0,1,0
6335100,6,35,635,25700104,RHINE RIVER,KAUB,DE,50.086,7.765, 103488.  ,68,6335070,0,1930,2009,80,0.00,,,,,1930,2009,80,   1652.49,     52.11,504, 98.8,100. ,20.2.1992,1992,7.2.2011,2011,14,0,0,1,0,1,0,1,0,0
6235100,6,35,635,200261,BREGENZER ACH,MELLAU,AT,47.355,9.881,    228.6 ,673,6935055,0,1951,2009,59,0.00,1978,1989,12,58.33,1951,2009,59,     13.45,       .42,1855,100. ,100. ,10.1.1992,1992,15.8.2012,2012,65,0,0,0,0,0,0,0,1,0
6935101,6,35,635,2301,EUBACH,EUTHAL,CH,47.098,8.818,      8.95,949,6935100,0,1961,2004,44,0.00,,,,,1961,2004,44,       .4 ,       .01,1415,100. ,100. ,10.5.2013,2013,10.5.2013,2013,34,0,0,0,0,0,0,0,0,0
6235101,6,35,635,200253,BREGENZER ACH,AU,AT,47.330,9.973,    149.3 ,773,6235100,0,1951,2005,55,0.00,,,,,1951,2005,55,      8.81,       .28,1862,100. ,100. ,6.8.2012,2012,15.8.2012,2012,65,0,0,0,0,0,0,0,1,0
6235102,6,35,635,200246,BREGENZER ACH,HOPFREBEN,AT,47.286,10.048,     41.7 ,943,6235101,0,1956,2005,50,0.00,,,,,1956,2005,50,      2.79,       .09,2111,100. ,100. ,6.8.2012,2012,15.8.2012,2012,65,0,0,0,0,0,0,0,1,0
6935102,6,35,635,2375,GROSSBACH,GROSS (SAEGE),CH,47.107,8.766,      9.06,988,6935100,0,1972,2011,40,0.00,,,,,1972,2011,40,       .39,       .01,1368,100. ,100. ,10.5.2013,2013,10.5.2013,2013,34,0,0,0,0,0,0,0,0,0
6235110,6,35,635,200287,SUBERSACH,SCHOENENBACH (HENGSTIG),AT,47.386,10.041,     31.1 ,981,6935055,0,1951,2005,55,0.00,,,,,1951,2005,55,      2.2 ,       .07,2234,100. ,100. ,6.8.2012,2012,15.8.2012,2012,65,0,0,0,0,0,0,0,1,0
6135110,6,35,635,A3832010,RUISEAU LE SELTZBACH,NIEDERROEDERN,FR,48.903,8.048,    202.  ,162,6335200,0,1965,2012,48,0.00,,,,,1965,2012,48,      1.66,       .05,260, 97.9,100. ,9.11.2012,2012,9.11.2012,2012,66,0,0,0,0,0,1,0,0,0
6335115,6,35,635,25400804,NAHE,GROLSHEIM,DE,49.912,7.911,   4013.  ,85,6335100,0,1935,2009,75,0.00,,,,,1935,2009,75,     30.39,       .96,239, 98.7,100. ,16.1.1992,1992,7.2.2011,2011,14,0,0,0,0,1,0,0,0,0
6135120,6,35,635,A3301010,MODER,SCHWEIGHOUSE-SUR-MODER D/S,FR,48.822,7.742,    622.  ,187,6335200,0,1966,2012,47,0.00,,,,,1966,2012,47,      5.56,       .18,282, 95.7,100. ,9.11.2012,2012,9.11.2012,2012,66,0,0,0,0,0,1,0,0,0
6335125,6,35,635,234710,KINZIG,SCHWAIBACH,DE,48.392,8.033,    954.  ,173,6335200,0,1914,2009,96,0.00,,,,,1914,2009,96,     23.03,       .73,761,100. ,100. ,16.1.1992,1992,9.6.2011,2011,14,0,0,0,0,0,0,0,0,0
6935145,6,35,635,LHG 2602,RHINE RIVER,DOMAT/EMS,CH,46.838,9.456,   3229.  ,623,6935146,0,1910,2011,102,0.00,1961,1993,33,0.00,1910,2011,102,    117.67,      3.71,1149,100. ,100. ,13.4.1995,1995,10.5.2013,2013,34,0,0,0,0,1,0,0,0,0
6935146,6,35,635,2077,RHINE RIVER,FELSBERG,CH,46.844,9.483,   3249.  ,610,6935500,0,1899,1988,90,3.33,,,,,1899,1988,90,    118.41,      3.73,1149, 96.7,100. ,10.5.2013,2013,10.5.2013,2013,34,0,0,0,0,0,0,0,0,0
6335150,6,35,635,25100107,RHINE RIVER,MAINZ,DE,50.005,8.275,  98206.  ,78,6335100,0,1930,2009,80,0.00,1930,2002,73,0.00,1930,2009,80,   1609.94,     50.77,517, 98.8,100. ,20.3.2001,2001,7.2.2011,2011,14,0,0,0,0,1,0,0,0,0
6935150,6,35,635,2323,FERRERABACH,TRUN,CH,46.757,8.981,     13.  ,1269,6935145,0,1963,1989,27,0.00,,,,,1963,1989,27,       .75,       .02,1810,100. ,100. ,10.5.2013,2013,10.5.2013,2013,34,0,0,0,0,0,0,0,0,0
6335170,6,35,635,23700602,RHINE RIVER,SPEYER,DE,49.324,8.449,  53131.  ,89,6335180,0,1950,2009,60,0.00,,,,,1950,2009,60,   1278.85,     40.33,759, 98.3,100. ,20.3.2001,2001,7.2.2011,2011,14,0,0,0,0,1,0,0,0,0
6335180,6,35,635,23900204,RHINE RIVER,WORMS,DE,49.632,8.377,  68827.  ,84,6335150,0,1930,2009,80,0.00,,,,,1930,2009,80,   1416.  ,     44.66,649,100. ,100. ,20.3.2001,2001,7.2.2011,2011,14,0,0,0,0,1,0,0,0,0
6935200,6,35,635,2308,GOLDACH,GOLDACH (BLEICHE),CH,47.487,9.472,     50.  ,445,6935055,0,1974,2011,38,0.00,,,,,1974,2011,38,      1.37,       .04,865,100. ,100. ,10.5.2013,2013,10.5.2013,2013,34,0,0,0,0,0,0,0,0,0
6235200,6,35,635,200154,FRUTZBACH,LATERNS,AT,47.258,9.729,     33.4 ,830,6935500,0,1956,2005,50,0.00,,,,,1956,2005,50,      2.13,       .07,2007,100. ,100. ,6.8.2012,2012,15.8.2012,2012,65,0,0,0,0,0,0,0,1,0
6335200,6,35,635,23700205,RHINE RIVER,MAXAU,DE,49.039,8.306,  50196.  ,98,6335170,0,1921,2009,89,0.00,,,,,1921,2009,89,   1285.47,     40.54,808,100. ,100. ,21.11.1996,1996,7.2.2011,2011,14,0,0,1,0,1,0,0,0,0
6235210,6,35,635,200105,LUTZ,GARSELLA,AT,47.227,9.876,     95.5 ,730,6935500,0,1964,2005,42,0.00,,,,,1964,2005,42,      5.79,       .18,1912,100. ,100. ,6.8.2012,2012,15.8.2012,2012,65,0,0,0,0,0,0,0,1,0
6135210,6,35,635,A2332110,LIEPVRETTE,LIEPVRE,FR,48.269,7.292,    108.  ,304,6335200,0,1965,2012,48,0.81,,,,,1965,2012,48,      1.84,       .06,538, 95.8,100. ,9.11.2012,2012,9.11.2012,2012,66,0,0,0,0,0,1,0,0,0
6935210,6,35,635,2310,STEINACH,STEINACH,CH,47.497,9.440,     24.2 ,452,6935055,0,1962,2003,42,0.00,,,,,1962,2003,42,       .81,       .03,1054,100. ,100. ,10.5.2013,2013,10.5.2013,2013,34,0,0,0,0,0,0,0,0,0
6935220,6,35,635,2312,AACH,SALMSACH (HUNGERBUEHL),CH,47.550,9.357,     48.5 ,452,6935055,0,1962,2011,50,0.00,,,,,1962,2011,50,       .75,       .02,487,100. ,100. ,10.5.2013,2013,10.5.2013,2013,34,0,0,0,0,0,0,0,0,0
6335240,6,35,635,24064003,MAIN,KLEINHEUBACH,DE,49.716,9.225,  21505.  ,120,6335304,0,1958,2009,52,0.00,,,,,1958,2009,52,    165.47,      5.22,243, 98.1,100. ,19.3.2001,2001,7.2.2011,2011,14,0,0,0,0,1,0,0,0,0
6335290,6,35,635,3465,KOCHER,STEIN,DE,49.258,9.287,   1929.  ,154,6335600,0,1911,2009,99,0.60,,,,,1911,2009,99,     21.92,       .69,358, 98. ,100. ,16.1.1992,1992,7.2.2011,2011,14,0,0,0,0,0,0,0,0,0
6935300,6,35,635,LHG 2205,AARE,"UNTERSIGGENTHAL, STILLI",CH,47.517,8.235,  17601.  ,373,6335400,0,1935,2011,77,0.00,1961,1993,33,0.00,1935,2011,77,    556.77,     17.56,998,100. ,100. ,13.4.1995,1995,10.5.2013,2013,34,0,0,0,0,1,0,1,0,0
6335300,6,35,635,4415,KOCHER,NEUENSTADT,DE,49.230,9.343,    141.  ,159,6335290,0,1929,1981,53,1.29,,,,,1929,1981,53,     21.09,       .67,4716, 96.2, 99.8,16.1.1992,1992,16.4.2003,2003,14,0,0,0,0,0,0,0,0,0
6935301,6,35,635,LHG 2016,AARE,BRUGG,CH,47.483,8.195,  11726.  ,380,6935300,0,1916,2011,96,0.00,,,,,1916,2011,96,    312.97,      9.87,842,100. ,100. ,19.9.2001,2001,10.5.2013,2013,34,0,0,1,0,1,0,0,0,0
6335301,6,35,635,24022003,MAIN,SCHWEINFURT,DE,50.031,10.221,  12715.  ,201,6335500,0,1844,2009,166,0.01,,,,,1844,2009,166,    102.99,      3.25,255, 99.4,100. ,20.3.2001,2001,7.2.2011,2011,11,0,0,0,0,1,0,0,0,0
6335302,6,35,635,24050009,MAIN,STEINBACH,DE,50.010,9.604,  17914.  ,146,6335240,0,1964,2009,46,0.00,,,,,1964,2009,46,    143.35,      4.52,252, 97.8,100. ,20.3.2001,2001,7.2.2011,2011,14,0,0,0,0,1,0,0,0,0
6935302,6,35,635,LHG 2063,AARE,MURGENTHAL,CH,47.267,7.831,  10119.  ,447,6935301,0,1916,2011,96,0.00,,,,,1916,2011,96,    284.63,      8.98,887,100. ,100. ,19.9.2001,2001,10.5.2013,2013,34,0,0,0,0,1,0,0,0,0
6335303,6,35,635,24012203,MAIN,TRUNSTADT,DE,49.930,10.755,  12010.  ,223,6335301,0,1975,2009,35,0.00,,,,,1975,2009,35,    109.35,      3.45,287, 97.1,100. ,20.3.2001,2001,7.2.2011,2011,14,0,0,0,0,1,0,0,0,0
6335304,6,35,635,24088001,MAIN,FRANKFURT A. M. (OSTHAFEN),DE,50.106,8.667,  24764.  ,91,6335150,0,1963,2009,47,0.00,,,,,1963,2009,47,    192.21,      6.06,245, 97.9,100. ,20.3.2001,2001,7.2.2011,2011,14,0,0,0,0,1,0,0,0,0
6935310,6,35,635,LHG 2018,REUSS,MELLINGEN,CH,47.421,8.271,   3382.  ,393,6935301,0,1904,2011,108,0.00,,,,,1904,2011,108,    138.54,      4.37,1292,100. ,100. ,19.9.2001,2001,10.5.2013,2013,34,0,0,0,0,1,0,0,0,0
6935313,6,35,635,2425,KLEINE EMME,LITTAU (REUSSBUEHL),CH,47.067,8.284,    477.  ,480,6935310,0,1978,2011,34,0.00,,,,,1978,2011,34,     15.58,       .49,1030,100. ,100. ,10.5.2013,2013,10.5.2013,2013,34,0,0,0,0,0,0,0,0,0
6935315,6,35,635,2251,ROTENBACH,PLAFFEIN,CH,46.686,7.282,      1.65,1325,6935350,0,1962,2011,50,0.00,,,,,1962,2011,50,       .09,       .  ,1673,100. ,100. ,7.8.2012,2012,10.5.2013,2013,34,0,0,0,0,0,0,0,1,0
6935318,6,35,635,2252,SCHWAENDLIBACH,PFAFFEIEN (SCHWEINSBERG),CH,46.690,7.286,      1.38,1270,6935315,0,1962,2011,50,0.00,,,,,1962,2011,50,       .04,       .  ,822,100. ,100. ,10.5.2013,2013,10.5.2013,2013,34,0,0,0,0,0,0,0,0,0
6935320,6,35,635,LHG 2070,EMME,EMMENMATT,CH,46.955,7.740,    443.  ,687,6935302,0,1909,2011,103,0.00,,,,,1909,2011,103,     12.14,       .38,864,100. ,100. ,19.9.2001,2001,10.5.2013,2013,34,0,0,0,0,0,0,0,0,0
6935330,6,35,635,2151,SIMME,OBERWIL,CH,46.655,7.439,    344.  ,827,6935020,0,1921,2011,91,0.00,,,,,1921,2011,91,     11.74,       .37,1076,100. ,100. ,8.8.2012,2012,10.5.2013,2013,34,0,0,0,0,0,0,0,1,0
6935331,6,35,635,2219,SIMME,OBERRIED / LENK,CH,46.426,7.473,     35.7 ,1147,6935302,0,1944,2011,68,0.00,,,,,1944,2011,68,      2.11,       .07,1863,100. ,100. ,10.5.2013,2013,10.5.2013,2013,34,0,0,0,0,0,0,0,0,0
6935335,6,35,635,2276,GROSSTALBACH,ISENTHAL,CH,46.910,8.561,     43.9 ,816,6935310,0,1956,2011,56,0.00,,,,,1956,2011,56,      1.79,       .06,1284,100. , 99.9,7.8.2012,2012,10.5.2013,2013,34,0,0,0,0,0,0,0,1,0
6935340,6,35,635,2282,SPERBELGRABEN,WASEN,CH,47.016,7.843,      1.  ,960,6935302,0,1958,2011,54,0.00,,,,,1958,2011,54,       .02,       .  ,509,100. ,100. ,8.8.2012,2012,10.5.2013,2013,34,0,0,0,0,0,0,0,1,0
6935345,6,35,635,2283,RAPPENGRABEN,WASEN,CH,47.016,7.890,      1.  ,1046,6935302,0,1958,2011,54,0.00,,,,,1958,2011,54,       .02,       .  ,663,100. ,100. ,7.8.2012,2012,13.5.2013,2013,34,0,0,0,0,0,0,0,1,0
6935350,6,35,635,2179,SENSE,THORRISHAUS,CH,46.888,7.351,    352.  ,583,6935302,0,1928,2011,84,0.00,,,,,1928,2011,84,      8.55,       .27,766,100. ,100. ,8.8.2012,2012,13.5.2013,2013,34,0,0,0,0,0,0,0,1,0
6335350,6,35,635,25800200,LAHN,LEUN (NEU),DE,50.545,8.356,   3571.  ,135,6335070,0,1935,2009,75,0.00,,,,,1935,2009,75,     32.98,      1.04,291, 98.7,100. ,20.3.2001,2001,7.2.2011,2011,14,0,0,0,0,1,0,0,0,0
6935360,6,35,635,2172,LANGETE,LOTZWIL,CH,47.189,7.793,    115.  ,549,6935302,0,1924,1993,70,0.00,,,,,1924,1993,70,      2.1 ,       .07,576,100. ,100. ,13.5.2013,2013,13.5.2013,2013,34,0,0,0,0,0,0,0,0,0
6935361,6,35,635,2343,LANGETE,HUTTWIL (HAEBERENBAD),CH,47.123,7.828,     59.9 ,646,6935360,0,1966,2011,46,0.00,,,,,1966,2011,46,      1.27,       .04,668,100. ,100. ,13.5.2013,2013,13.5.2013,2013,34,0,0,0,0,0,0,0,0,0
6935370,6,35,635,2266,BIBERE,KERZERS,CH,46.969,7.193,     50.1 ,493,6935302,0,1956,2007,52,0.00,,,,,1956,2007,52,       .57,       .02,356,100. ,100. ,13.5.2013,2013,13.5.2013,2013,34,0,0,0,0,0,0,0,0,0
6935380,6,35,635,2233,GORNERNBACH,KIENTAL,CH,46.547,7.757,     26.  ,1330,6935020,0,1950,1982,33,0.00,,,,,1950,1982,33,      1.42,       .05,1726,100. ,100. ,13.5.2013,2013,13.5.2013,2013,34,0,0,0,0,0,0,0,0,0
6935385,6,35,635,2234,KANDER,GASTERNAL (STALDI),CH,46.449,7.713,     41.  ,1521,6935302,0,1950,1982,33,0.00,,,,,1950,1982,33,      2.06,       .07,1585,100. ,100. ,13.5.2013,2013,13.5.2013,2013,34,0,0,0,0,0,0,0,0,0
6935387,6,35,635,2232,ALLENBACH,ADELBODWN,CH,46.486,7.552,     28.8 ,1348,6935302,0,1950,2011,62,0.00,,,,,1950,2011,62,      1.2 ,       .04,1310,100. ,100. ,13.5.2013,2013,13.5.2013,2013,34,0,0,0,0,0,0,0,0,0
6935390,6,35,635,2034,BROYE,PAYERNE,CH,46.836,6.936,    392.  ,491,6935302,0,1920,2011,92,0.00,,,,,1920,2011,92,      7.74,       .24,623,100. ,100. ,13.5.2013,2013,13.5.2013,2013,34,0,0,0,0,0,0,0,0,0
6335400,6,35,635,23100000,RHINE RIVER,RHEINFELDEN,DE,47.561,7.799,  34550.  ,260,6935053,0,1930,2009,80,0.00,,,,,1930,2009,80,   1032.01,     32.55,942, 98.8,100. ,21.11.1996,1996,7.2.2011,2011,14,0,0,0,0,1,0,0,0,0
6935400,6,35,635,LHG 2044,THUR (CH),ANDELFINGEN,CH,47.597,8.682,   1696.  ,403,6935054,0,1904,2011,108,0.00,,,,,1904,2011,108,     46.86,      1.48,871,100. ,100. ,19.9.2001,2001,13.5.2013,2013,34,0,0,0,0,0,0,0,0,0
6935401,6,35,635,2181,THUR (CH),HALDEN,CH,47.506,9.212,   1085.  ,502,6935400,0,1965,2011,47,0.00,,,,,1965,2011,47,     38.23,      1.21,1111,100. ,100. ,19.9.2001,2001,13.5.2013,2013,34,0,0,0,0,0,0,0,1,0
6935402,6,35,635,LHG 2303,THUR (CH),"JONSCHWIL, MUEHLAU",CH,47.414,9.078,    493.  ,581,6935401,0,1966,2011,46,0.00,,,,,1966,2011,46,     20.66,       .65,1322,100. ,100. ,19.9.2001,2001,13.5.2013,2013,34,0,0,0,0,0,0,0,0,0
6935403,6,35,635,2158,THUR (CH),BUETSCHWIL,CH,47.358,9.082,    303.  ,615,6935402,0,1922,1974,53,0.00,,,,,1922,1974,53,     13.89,       .44,1446,100. ,100. ,13.5.2013,2013,13.5.2013,2013,34,0,0,0,0,0,0,0,0,0
6935404,6,35,635,2331,THUR (CH),STEIN (ILTISHAG),CH,47.191,9.234,     84.  ,897,6935403,0,1964,2004,41,0.00,,,,,1964,2004,41,      3.97,       .13,1491,100. ,100. ,13.5.2013,2013,13.5.2013,2013,34,0,0,0,0,0,0,0,0,0
6335410,6,35,635,BW0000357,WUTACH,OBERLAUCHINGEN,DE,47.630,8.330,    627.13,351,6335400,0,1912,2008,97,0.00,,,,,1912,2008,97,      9.15,       .29,460,100. ,100. ,21.8.2012,2012,21.8.2012,2012,65,0,0,0,0,0,0,0,1,0
6935410,6,35,635,LHG 2468,SITTER,"ST. GALLEN, BRUGGEN/AU",CH,47.414,9.328,    261.  ,624,6935401,0,1980,2011,32,0.00,,,,,1980,2011,32,     10.21,       .32,1234, 96.9,100. ,19.9.2001,2001,13.5.2013,2013,34,0,0,0,0,0,0,0,0,0
6935411,6,35,635,2169,SITTER,BERNHARDZELL,CH,47.485,9.327,    301.  ,553,6935401,0,1924,1980,57,0.00,,,,,1924,1980,57,     11.18,       .35,1171,100. ,100. ,13.5.2013,2013,13.5.2013,2013,34,0,0,0,0,0,0,0,0,0
6935412,6,35,635,2112,SITTER,APPENZELL,CH,47.332,9.411,     74.2 ,816,6935410,0,1912,2011,100,0.00,,,,,1912,2011,100,      3.54,       .11,1506,100. ,100. ,13.5.2013,2013,13.5.2013,2013,34,0,0,0,0,0,0,0,0,0
6935420,6,35,635,2313,UMAESCH,HUNDWIL,CH,47.339,9.294,     64.5 ,794,6935410,0,1961,2006,46,0.00,,,,,1961,2006,46,      2.84,       .09,1387, 97.8,100. ,8.8.2012,2012,13.5.2013,2013,34,0,0,0,0,0,0,0,1,0
6935430,6,35,635,2374,NECKER,MOGELSBERG (AACHSAEGE),CH,47.364,9.121,     88.2 ,653,6935402,0,1972,2011,40,0.00,,,,,1972,2011,40,      3.26,       .1 ,1165,100. ,100. ,13.5.2013,2013,13.5.2013,2013,34,0,0,0,0,0,0,0,0,0
6935440,6,35,635,2305,GLATT,HERISAU (ZELLERSMUEHLE),CH,47.398,9.257,     16.2 ,726,6935402,0,1984,2011,28,0.00,,,,,1984,2011,28,       .56,       .02,1097,100. ,100. ,14.5.2013,2013,14.5.2013,2013,34,0,0,0,0,0,0,0,0,0
6335450,6,35,635,BW0002340,ARGEN,GIESSEN,DE,47.630,9.600,    639.34,420,6935055,0,1932,2008,77,0.66,,,,,1932,2008,77,     19.43,       .61,959, 98.7,100. ,9.8.2012,2012,21.8.2012,2012,65,0,0,0,0,0,0,0,1,0
6935450,6,35,635,2414,RIETHOLZBACH,MOSNANG (RIETHOLZ),CH,47.376,9.012,      3.31,729,6935402,0,1976,2011,36,0.00,,,,,1976,2011,36,       .11,       .  ,1000,100. ,100. ,14.5.2013,2013,14.5.2013,2013,34,0,0,0,0,0,0,0,0,0
6335451,6,35,635,BW0000309,ARGEN,GIESSENBRUECKE,DE,47.673,9.602,    651.38,421,6335450,0,1932,1978,47,1.08,,,,,1932,1978,47,     18.91,       .6 ,915, 97.9, 99.6,9.8.2012,2012,21.8.2012,2012,65,0,0,0,0,0,0,0,1,0
